Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Matches
1510,Stephan Lichtsteiner,ch SUI,"DF,MF",Juventus,it Serie A,31,1984,26,22,1817,20.2,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
1511,Jonathan Ligali,fr FRA,GK,Montpellier,fr Ligue 1,24,1991,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1512,Lillo,es ESP,DF,Eibar,es La Liga,26,1989,10,5,552,6.1,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
1513,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,22,1992,25,19,1632,18.1,4,1,5,4,0,0,4,0,0.22,0.06,0.28,0.22,0.28,Matches
1514,Marko Livaja,hr CRO,"FW,MF",Empoli,it Serie A,21,1993,18,4,609,6.8,1,0,1,1,0,0,7,0,0.15,0.00,0.15,0.15,0.15,Matches
1515,Jérémy Livolant,fr FRA,"FW,MF",Guingamp,fr Ligue 1,17,1998,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1516,Raúl Lizoain,es ESP,GK,Las Palmas,es La Liga,24,1991,8,7,708,7.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1517,Adem Ljajić,rs SRB,"FW,MF",Roma,it Serie A,23,1991,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1518,Adem Ljajić,rs SRB,"FW,MF",Inter,it Serie A,23,1991,25,16,1444,16.0,3,3,6,3,0,0,2,0,0.19,0.19,0.37,0.19,0.37,Matches
1519,Diego Llorente,es ESP,DF,Rayo Vallecano,es La Liga,21,1993,33,33,2874,31.9,2,0,2,2,0,0,10,1,0.06,0.00,0.06,0.06,0.06,Matches
1520,Fernando Llorente,es ESP,FW,Juventus,it Serie A,30,1985,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1521,Fernando Llorente,es ESP,FW,Sevilla,es La Liga,30,1985,23,14,1158,12.9,4,3,7,4,0,0,4,0,0.31,0.23,0.54,0.31,0.54,Matches
1522,Marcos Llorente,es ESP,"DF,FW",Real Madrid,es La Liga,20,1995,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1523,Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,20,1995,2,1,64,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1524,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,28,1986,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1525,Manuel Locatelli,it ITA,MF,Milan,it Serie A,17,1998,2,1,94,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1526,Francesco Lodi,it ITA,MF,Udinese,it Serie A,31,1984,24,20,1871,20.8,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches
1527,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,eng Premier League,19,1996,13,4,412,4.6,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches
1528,Lorenzo Lollo,it ITA,MF,Carpi,it Serie A,24,1990,27,25,2094,23.3,3,1,4,3,0,0,14,2,0.13,0.04,0.17,0.13,0.17,Matches
1529,David Lombán,es ESP,DF,Granada,es La Liga,28,1987,31,29,2626,29.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
1530,Shane Long,ie IRL,FW,Southampton,eng Premier League,28,1987,28,23,2111,23.5,10,4,14,10,0,0,2,0,0.43,0.17,0.60,0.43,0.60,Matches
1531,Alessandro Longhi,it ITA,DF,Sassuolo,it Serie A,26,1989,6,4,310,3.4,0,1,1,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches
1532,Samuele Longo,it ITA,FW,Frosinone,it Serie A,23,1992,18,3,332,3.7,0,1,1,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27,Matches
1533,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,24,1990,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1534,Miguel Lopes,pt POR,DF,Granada,es La Liga,28,1986,26,23,1968,21.9,0,1,1,0,0,0,10,1,0.00,0.05,0.05,0.00,0.05,Matches
1535,Rony Lopes,pt POR,"FW,MF",Lille,fr Ligue 1,19,1995,12,5,518,5.8,2,1,3,2,0,0,1,0,0.35,0.17,0.52,0.35,0.52,Matches
1536,Rony Lopes,pt POR,"FW,MF",Monaco,fr Ligue 1,19,1995,2,2,113,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1537,Adrián López,es ESP,FW,Villarreal,es La Liga,27,1988,16,10,788,8.8,4,4,8,4,0,0,1,0,0.46,0.46,0.91,0.46,0.91,Matches
1538,Ángel López,es ESP,"DF,MF",Las Palmas,es La Liga,34,1981,3,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1539,David López,es ESP,"DF,MF",Napoli,it Serie A,25,1989,25,6,748,8.3,1,1,2,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,Matches
1540,Diego López,es ESP,GK,Milan,it Serie A,33,1981,8,8,720,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1541,Isma López,es ESP,"DF,FW",Sporting Gijón,es La Liga,25,1990,31,28,2500,27.8,2,0,2,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,Matches
1542,Iván López,es ESP,DF,Levante,es La Liga,21,1993,13,10,958,10.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1543,Javi López,es ESP,"DF,MF",Espanyol,es La Liga,29,1986,31,28,2422,26.9,0,2,2,0,0,0,11,0,0.00,0.07,0.07,0.00,0.07,Matches
1544,Maxi López,ar ARG,FW,Torino,it Serie A,31,1984,26,8,1092,12.1,4,2,6,2,2,3,2,0,0.33,0.16,0.49,0.16,0.33,Matches
1545,Pedro López Muñoz,es ESP,DF,Levante,es La Liga,31,1983,17,16,1296,14.4,1,0,1,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,Matches
1546,Nicolás López,uy URU,"FW,MF",Granada,es La Liga,21,1993,8,1,159,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1547,Pau López,es ESP,GK,Espanyol,es La Liga,20,1994,36,35,3195,35.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1548,Alberto Lopo,es ESP,DF,La Coruña,es La Liga,35,1980,10,8,743,8.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
1549,Alberto Lora,es ESP,"DF,MF",Sporting Gijón,es La Liga,28,1987,31,26,2414,26.8,0,4,4,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,Matches
1550,Melvyn Lorenzen,ug UGA,"FW,MF",Werder Bremen,de Bundesliga,20,1994,9,1,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1551,Jonas Lössl,dk DEN,GK,Guingamp,fr Ligue 1,26,1989,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1552,Jeff Louis,ht HAI,MF,Caen,fr Ligue 1,22,1992,18,7,705,7.8,1,0,1,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
1553,Donald Love,sct SCO,"DF,MF",Manchester Utd,eng Premier League,20,1994,1,0,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1554,Vágner Love,br BRA,FW,Monaco,fr Ligue 1,31,1984,12,9,782,8.7,4,0,4,4,0,1,1,0,0.46,0.00,0.46,0.46,0.46,Matches
1555,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,26,1989,24,22,1896,21.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1556,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,29,1985,32,32,2833,31.5,1,4,5,1,0,0,11,1,0.03,0.13,0.16,0.03,0.16,Matches
1557,José Luis Gayà,es ESP,"DF,MF",Valencia,es La Liga,20,1995,20,15,1442,16.0,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
1558,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,28,1987,35,31,2668,29.6,7,4,11,7,0,0,4,0,0.24,0.13,0.37,0.24,0.37,Matches
1559,Luisinho,pt POR,DF,La Coruña,es La Liga,30,1985,20,11,1095,12.2,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
1560,David Luiz,br BRA,"DF,MF",Paris S-G,fr Ligue 1,28,1987,25,23,2089,23.2,1,2,3,1,0,0,4,0,0.04,0.09,0.13,0.04,0.13,Matches
1561,Romelu Lukaku,be BEL,FW,Everton,eng Premier League,22,1993,37,36,3169,35.2,18,6,24,17,1,2,3,0,0.51,0.17,0.68,0.48,0.65,Matches
1562,Assani Lukimya-Mulongoti,cd COD,DF,Werder Bremen,de Bundesliga,29,1986,12,10,914,10.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1563,Senad Lulić,ba BIH,"DF,MF",Lazio,it Serie A,29,1986,30,28,2348,26.1,3,3,6,3,0,0,11,1,0.11,0.11,0.23,0.11,0.23,Matches
1564,Antonio Luna,es ESP,DF,Eibar,es La Liga,24,1991,15,12,1003,11.1,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
1565,Fabian Lustenberger,ch SUI,"DF,MF",Hertha BSC,de Bundesliga,27,1988,30,30,2528,28.1,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
1566,Germán Lux,ar ARG,GK,La Coruña,es La Liga,33,1982,29,29,2556,28.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
1567,Jordan Lyden,au AUS,MF,Aston Villa,eng Premier League,19,1996,4,2,153,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1568,Cheikh M'Bengue,sn SEN,DF,Rennes,fr Ligue 1,27,1988,23,21,1896,21.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1569,Hicham M'Laab,fr FRA,"FW,MF",Nantes,fr Ligue 1,25,1990,2,0,29,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1570,Paul-Jose M'Poku,cd COD,"FW,MF",Chievo,it Serie A,23,1992,20,6,764,8.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1571,Yann M'Vila,fr FRA,MF,Sunderland,eng Premier League,25,1990,37,36,3186,35.4,1,4,5,1,0,0,1,0,0.03,0.11,0.14,0.03,0.14,Matches
1572,Edwin Maanane,fr FRA,FW,Reims,fr Ligue 1,20,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1573,Christopher Maboulou,cg CGO,"DF,MF",Bastia,fr Ligue 1,25,1990,9,2,243,2.7,0,1,1,0,0,0,0,0,0.00,0.37,0.37,0.00,0.37,Matches
1574,Massimo Maccarone,it ITA,FW,Empoli,it Serie A,35,1979,37,35,2745,30.5,13,5,18,12,1,1,4,0,0.43,0.16,0.59,0.39,0.56,Matches
1575,Shaun MacDonald,wls WAL,MF,Bournemouth,eng Premier League,27,1988,3,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1576,Zinédine Machach,fr FRA,"FW,MF",Toulouse,fr Ligue 1,19,1996,16,10,853,9.5,1,1,2,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,Matches
1577,Lévy Madinda,ga GAB,MF,Celta Vigo,es La Liga,23,1992,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1578,Christian Maggio,it ITA,"DF,MF",Napoli,it Serie A,33,1982,8,4,398,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1579,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,30,1984,34,34,3060,34.0,1,1,2,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06,Matches
1580,Riyad Mahrez,dz ALG,"FW,MF",Leicester City,eng Premier League,24,1991,37,36,3034,33.7,17,11,28,13,4,6,1,0,0.50,0.33,0.83,0.39,0.71,Matches
1581,Raffaele Maiello,it ITA,MF,Empoli,it Serie A,24,1991,12,4,474,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1582,Domenico Maietta,it ITA,DF,Bologna,it Serie A,32,1982,19,18,1559,17.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1583,Modibo Maïga,ml MLI,"FW,MF",West Ham,eng Premier League,27,1987,3,0,27,0.3,1,0,1,1,0,0,0,0,3.33,0.00,3.33,3.33,3.33,Matches
1584,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,20,1995,4,3,289,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1585,Diego Mainz,es ESP,DF,Granada,es La Liga,32,1982,5,4,405,4.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1586,Abdul Majeed Waris,gh GHA,"FW,MF",Lorient,fr Ligue 1,23,1991,21,20,1651,18.3,11,3,14,9,2,2,1,1,0.60,0.16,0.76,0.49,0.65,Matches
1587,Jean-Victor Makengo,fr FRA,MF,Caen,fr Ligue 1,17,1998,10,5,435,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1588,Nikola Maksimović,rs SRB,DF,Torino,it Serie A,23,1991,16,16,1440,16.0,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
1589,Steed Malbranque,fr FRA,MF,Lyon,fr Ligue 1,35,1980,11,5,403,4.5,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches
1590,Malcom,br BRA,"FW,MF",Bordeaux,fr Ligue 1,18,1997,12,5,536,6.0,1,1,2,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,Matches
1591,Kévin Malcuit,ma MAR,"DF,FW",Saint-Étienne,fr Ligue 1,24,1991,9,9,712,7.9,0,1,1,0,0,0,5,2,0.00,0.13,0.13,0.00,0.13,Matches
1592,Yunus Mallı,tr TUR,"FW,MF",Mainz 05,de Bundesliga,23,1992,34,33,2778,30.9,11,4,15,10,1,1,0,0,0.36,0.13,0.49,0.32,0.45,Matches
1593,Wallyson Mallmann,br BRA,MF,Nice,fr Ligue 1,21,1994,17,8,748,8.3,0,2,2,0,0,0,4,0,0.00,0.24,0.24,0.00,0.24,Matches
1594,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,24,1991,34,33,2942,32.7,1,4,5,1,0,0,8,0,0.03,0.12,0.15,0.03,0.15,Matches
1595,Rey Manaj,al ALB,FW,Inter,it Serie A,18,1997,4,0,36,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1596,Vincent Manceau,fr FRA,"DF,MF",Angers,fr Ligue 1,26,1989,27,27,2385,26.5,0,1,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
1597,Matteo Mancosu,it ITA,FW,Bologna,it Serie A,30,1984,9,3,329,3.7,1,0,1,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches
1598,Matteo Mancosu,it ITA,FW,Carpi,it Serie A,30,1984,12,7,578,6.4,1,0,1,0,1,1,2,0,0.16,0.00,0.16,0.00,0.00,Matches
1599,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,30,1985,36,36,3240,36.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
1600,Aïssa Mandi,dz ALG,DF,Reims,fr Ligue 1,23,1991,32,32,2859,31.8,5,1,6,5,0,0,3,1,0.16,0.03,0.19,0.16,0.19,Matches
1601,Mario Mandžukić,hr CRO,"FW,MF",Juventus,it Serie A,29,1986,27,24,2040,22.7,10,4,14,10,0,0,5,0,0.44,0.18,0.62,0.44,0.62,Matches
1602,Sadio Mané,sn SEN,"FW,MF",Southampton,eng Premier League,23,1992,37,30,2596,28.8,11,6,17,11,0,1,6,2,0.38,0.21,0.59,0.38,0.59,Matches
1603,Eliaquim Mangala,fr FRA,DF,Manchester City,eng Premier League,24,1991,23,23,2009,22.3,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
1604,Kader Mangane,sn SEN,"DF,MF",Gazélec Ajaccio,fr Ligue 1,32,1983,31,28,2556,28.4,1,1,2,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,Matches
1605,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,28,1987,33,31,2486,27.6,5,4,9,2,3,4,5,1,0.18,0.14,0.33,0.07,0.22,Matches
1606,Alex Manninger,at AUT,GK,Augsburg,de Bundesliga,38,1977,2,1,94,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1607,Vito Mannone,it ITA,GK,Sunderland,eng Premier League,27,1988,19,19,1710,19.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1608,Kostas Manolas,gr GRE,DF,Roma,it Serie A,24,1991,37,36,3122,34.7,2,2,4,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,Matches
1609,Javier Manquillo,es ESP,DF,Marseille,fr Ligue 1,21,1994,31,31,2669,29.7,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches
1610,Manu,es ESP,GK,La Coruña,es La Liga,29,1986,8,7,683,7.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1611,Manucho,ao ANG,FW,Rayo Vallecano,es La Liga,32,1983,28,5,949,10.5,4,1,5,4,0,0,3,0,0.38,0.09,0.47,0.38,0.47,Matches
1612,José Manuel Jurado,es ESP,MF,Watford,eng Premier League,29,1986,27,27,2007,22.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1613,Juan Manuel Vargas,pe PER,"DF,MF",Betis,es La Liga,31,1983,20,20,1717,19.1,2,2,4,2,0,0,8,1,0.10,0.10,0.21,0.10,0.21,Matches
1614,Florian Marange,fr FRA,DF,Bastia,fr Ligue 1,29,1986,24,19,1666,18.5,0,1,1,0,0,0,6,0,0.00,0.05,0.05,0.00,0.05,Matches
1615,Marcelo,br BRA,"DF,MF",Real Madrid,es La Liga,27,1988,30,28,2472,27.5,2,3,5,2,0,0,3,0,0.07,0.11,0.18,0.07,0.18,Matches
1616,Marcelo,br BRA,DF,Hannover 96,de Bundesliga,28,1987,19,19,1710,19.0,1,0,1,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,Matches
1617,Giovanni Marchese,it ITA,DF,Genoa,it Serie A,30,1984,11,7,664,7.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1618,Federico Marchetti,it ITA,GK,Lazio,it Serie A,32,1983,29,29,2547,28.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1619,Claudio Marchisio,it ITA,MF,Juventus,it Serie A,29,1986,23,23,1927,21.4,0,2,2,0,0,0,8,0,0.00,0.09,0.09,0.00,0.09,Matches
1620,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,es La Liga,26,1989,34,33,2884,32.0,1,3,4,1,0,0,6,0,0.03,0.09,0.12,0.03,0.12,Matches
1621,Enzo Maresca,it ITA,MF,Palermo,it Serie A,35,1980,15,10,988,11.0,1,0,1,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,Matches
1622,José Mari,es ESP,MF,Levante,es La Liga,27,1987,12,10,797,8.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
1623,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,20,1995,27,27,2430,27.0,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches
1624,Mariano,br BRA,"DF,MF",Sevilla,es La Liga,29,1986,23,18,1688,18.8,0,3,3,0,0,0,6,0,0.00,0.16,0.16,0.00,0.16,Matches
1625,Adrian Mariappa,jm JAM,DF,Crystal Palace,eng Premier League,28,1986,3,3,255,2.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1626,Adrián Marín,es ESP,DF,Villarreal,es La Liga,18,1997,11,10,926,10.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1627,Diego Mariño,es ESP,GK,Levante,es La Liga,25,1990,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
1628,Dominic Maroh,si SVN,DF,Köln,de Bundesliga,28,1987,25,23,2124,23.6,2,1,3,2,0,0,7,0,0.08,0.04,0.13,0.08,0.13,Matches
1629,Javi Márquez,es ESP,MF,Granada,es La Liga,29,1986,19,16,1311,14.6,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches
1630,Rafael Márquez,mx MEX,"DF,MF",Hellas Verona,it Serie A,36,1979,9,9,757,8.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1631,Marquinho,br BRA,"DF,MF",Udinese,it Serie A,29,1986,11,4,451,5.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1632,Marquinhos,br BRA,"DF,MF",Paris S-G,fr Ligue 1,21,1994,29,20,1925,21.4,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches
1633,Luca Marrone,it ITA,"DF,MF",Hellas Verona,it Serie A,25,1990,12,10,872,9.7,0,3,3,0,0,0,3,0,0.00,0.31,0.31,0.00,0.31,Matches
1634,Luca Marrone,it ITA,"DF,MF",Carpi,it Serie A,25,1990,9,9,723,8.0,1,0,1,1,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches
1635,Roger Martí,es ESP,FW,Levante,es La Liga,24,1991,16,7,650,7.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1636,Anthony Martial,fr FRA,"FW,MF",Manchester Utd,eng Premier League,19,1995,31,29,2632,29.2,11,4,15,11,0,0,2,0,0.38,0.14,0.51,0.38,0.51,Matches
1637,Anthony Martial,fr FRA,"FW,MF",Monaco,fr Ligue 1,19,1995,3,2,203,2.3,0,1,1,0,0,0,0,0,0.00,0.44,0.44,0.00,0.44,Matches
1638,Johan Martial,fr FRA,DF,Troyes,fr Ligue 1,24,1991,8,7,569,6.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
1639,Jonas Martin,fr FRA,"DF,MF",Montpellier,fr Ligue 1,25,1990,36,35,3134,34.8,4,3,7,2,2,2,5,0,0.11,0.09,0.20,0.06,0.14,Matches
1640,Marvin Martin,fr FRA,MF,Lille,fr Ligue 1,27,1988,12,4,424,4.7,0,1,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,Matches
1641,Russell Martin,sct SCO,DF,Norwich City,eng Premier League,29,1986,30,30,2698,30.0,3,0,3,3,0,0,4,1,0.10,0.00,0.10,0.10,0.10,Matches
1642,Cuco Martina,cw CUW,"DF,MF",Southampton,eng Premier League,25,1989,15,11,1085,12.1,1,1,2,1,0,0,1,0,0.08,0.08,0.17,0.08,0.17,Matches
1643,Luca Martinelli,it ITA,DF,Empoli,it Serie A,26,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1644,Carlos Martínez,es ESP,DF,Real Sociedad,es La Liga,29,1986,10,6,539,6.0,0,2,2,0,0,0,2,0,0.00,0.33,0.33,0.00,0.33,Matches
1645,Iñigo Martínez,es ESP,DF,Real Sociedad,es La Liga,24,1991,30,30,2700,30.0,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
1646,Jackson Martínez,co COL,FW,Atlético Madrid,es La Liga,28,1986,15,8,657,7.3,2,3,5,2,0,0,0,0,0.27,0.41,0.68,0.27,0.68,Matches
1647,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,26,1988,16,11,1107,12.3,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches
1648,Josef Martínez,ve VEN,FW,Torino,it Serie A,22,1993,21,10,923,10.3,3,1,4,3,0,0,0,0,0.29,0.10,0.39,0.29,0.39,Matches
1649,Pablo Martinez,fr FRA,DF,Gazélec Ajaccio,fr Ligue 1,26,1989,28,26,2204,24.5,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
1650,Raphael Martinho,br BRA,MF,Carpi,it Serie A,27,1988,11,10,679,7.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
1651,Jonathan Martins Pereira,fr FRA,DF,Troyes,fr Ligue 1,29,1986,11,11,899,10.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
1652,Jonathan Martins Pereira,fr FRA,DF,Guingamp,fr Ligue 1,29,1986,16,16,1382,15.4,0,3,3,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,Matches
1653,Joris Marveaux,mq MTQ,MF,Montpellier,fr Ligue 1,32,1982,9,5,439,4.9,1,0,1,1,0,0,2,0,0.21,0.00,0.21,0.21,0.21,Matches
1654,Omar Mascarell,gq EQG,MF,Sporting Gijón,es La Liga,22,1993,26,20,1771,19.7,0,1,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
1655,Javier Mascherano,ar ARG,"DF,MF",Barcelona,es La Liga,31,1984,32,31,2691,29.9,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
1656,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,29,1986,29,27,2398,26.6,0,1,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,Matches
1657,Adam Masina,ma MAR,DF,Bologna,it Serie A,21,1994,33,30,2620,29.1,2,3,5,2,0,0,8,1,0.07,0.10,0.17,0.07,0.17,Matches
1658,Ryan Mason,eng ENG,MF,Tottenham,eng Premier League,24,1991,22,8,805,8.9,1,0,1,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,Matches
1659,Hachim Mastour,ma MAR,FW,Málaga,es La Liga,17,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1660,Juan Mata,es ESP,"FW,MF",Manchester Utd,eng Premier League,27,1988,38,34,2888,32.1,6,5,11,5,1,1,6,1,0.19,0.16,0.34,0.16,0.31,Matches
1661,Tim Matavž,si SVN,FW,Genoa,it Serie A,26,1989,7,5,466,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
1662,Tim Matavž,si SVN,FW,Augsburg,de Bundesliga,26,1989,11,3,372,4.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
