Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
1650,Levan Mchedlidze,ge GEO,"FW,MF",Empoli,it Serie A,26,1990,10.5,,,,,,,,,,,,,,,,,Matches
1651,Weston McKennie,us USA,"DF,MF",Schalke 04,de Bundesliga,17,1998,0.1,,,,,,,,,,,,,,,,,Matches
1652,Paddy McNair,nir NIR,"DF,MF",Sunderland,eng Premier League,21,1995,3.9,,,,,,,,,,,,,,,,,Matches
1653,Sam McQueen,eng ENG,MF,Southampton,eng Premier League,21,1995,6.8,,,,,,,,,,,,,,,,,Matches
1654,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,19,1996,1.1,,,,,,,,,,,,,,,,,Matches
1655,Gary Medel,cl CHI,"DF,MF",Inter,it Serie A,28,1987,24.0,,,,,,,,,,,,,,,,,Matches
1656,Carl Medjani,dz ALG,"DF,MF",Leganés,es La Liga,31,1985,6.6,,,,,,,,,,,,,,,,,Matches
1657,Álvaro Medrán,es ESP,MF,Valencia,es La Liga,22,1994,10.6,,,,,,,,,,,,,,,,,Matches
1658,Ben Mee,eng ENG,DF,Burnley,eng Premier League,26,1989,33.5,,,,,,,,,,,,,,,,,Matches
1659,Jonas Meffert,de GER,MF,Freiburg,de Bundesliga,21,1994,0.6,,,,,,,,,,,,,,,,,Matches
1660,Riccardo Meggiorini,it ITA,FW,Chievo,it Serie A,30,1985,19.7,,,,,,,,,,,,,,,,,Matches
1661,Admir Mehmedi,ch SUI,"FW,MF",Leverkusen,de Bundesliga,25,1991,14.0,,,,,,,,,,,,,,,,,Matches
1662,Alexander Meier,de GER,"FW,MF",Eint Frankfurt,de Bundesliga,33,1983,15.5,,,,,,,,,,,,,,,,,Matches
1663,Federico Melchiorri,it ITA,FW,Cagliari,it Serie A,29,1987,5.2,,,,,,,,,,,,,,,,,Matches
1664,Filippo Melegoni,it ITA,MF,Atalanta,it Serie A,17,1999,0.5,,,,,,,,,,,,,,,,,Matches
1665,Óscar Melendo,es ESP,"FW,MF",Espanyol,es La Liga,18,1997,3.4,,,,,,,,,,,,,,,,,Matches
1666,Felipe Melo,br BRA,"DF,MF",Inter,it Serie A,33,1983,2.0,,,,,,,,,,,,,,,,,Matches
1667,Memphis,nl NED,"FW,MF",Manchester Utd,eng Premier League,22,1994,0.3,,,,,,,,,,,,,,,,,Matches
1668,Memphis,nl NED,"FW,MF",Lyon,fr Ligue 1,22,1994,13.2,,,,,,,,,,,,,,,,,Matches
1669,Ledian Memushaj,al ALB,MF,Pescara,it Serie A,29,1986,32.8,,,,,,,,,,,,,,,,,Matches
1670,Pedro Mendes,pt POR,DF,Rennes,fr Ligue 1,25,1990,18.5,,,,,,,,,,,,,,,,,Matches
1671,Ryan Mendes,cv CPV,"FW,MF",Lille,fr Ligue 1,26,1990,2.6,,,,,,,,,,,,,,,,,Matches
1672,Tiago Mendes,pt POR,MF,Atlético Madrid,es La Liga,35,1981,5.0,,,,,,,,,,,,,,,,,Matches
1673,Édgar Méndez,es ESP,"FW,MF",Alavés,es La Liga,26,1990,17.9,,,,,,,,,,,,,,,,,Matches
1674,Alexandre Mendy,gw GNB,FW,Guingamp,fr Ligue 1,22,1994,9.0,,,,,,,,,,,,,,,,,Matches
1675,Benjamin Mendy,fr FRA,DF,Monaco,fr Ligue 1,22,1994,22.8,,,,,,,,,,,,,,,,,Matches
1676,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,24,1992,3.0,,,,,,,,,,,,,,,,,Matches
1677,Hamza Mendyl,ma MAR,"DF,MF",Lille,fr Ligue 1,18,1997,0.1,,,,,,,,,,,,,,,,,Matches
1678,Jérémy Ménez,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,29,1987,16.4,,,,,,,,,,,,,,,,,Matches
1679,Gabriel Mercado,ar ARG,DF,Sevilla,es La Liga,29,1987,24.3,,,,,,,,,,,,,,,,,Matches
1680,Jorge Meré,es ESP,DF,Sporting Gijón,es La Liga,19,1997,30.8,,,,,,,,,,,,,,,,,Matches
1681,Fran Mérida,es ESP,MF,Osasuna,es La Liga,26,1990,9.0,,,,,,,,,,,,,,,,,Matches
1682,Mikel Merino,es ESP,MF,Dortmund,de Bundesliga,20,1996,3.3,,,,,,,,,,,,,,,,,Matches
1683,Sabin Merino,es ESP,"FW,MF",Athletic Club,es La Liga,24,1992,4.9,,,,,,,,,,,,,,,,,Matches
1684,Dries Mertens,be BEL,"FW,MF",Napoli,it Serie A,29,1987,28.4,,,,,,,,,,,,,,,,,Matches
1685,Per Mertesacker,de GER,DF,Arsenal,eng Premier League,31,1984,0.4,,,,,,,,,,,,,,,,,Matches
1686,Roque Mesa,es ESP,MF,Las Palmas,es La Liga,27,1989,33.7,,,,,,,,,,,,,,,,,Matches
1687,Djamel Mesbah,dz ALG,"DF,MF",Crotone,it Serie A,31,1984,7.6,,,,,,,,,,,,,,,,,Matches
1688,Walid Mesloub,dz ALG,"FW,MF",Lorient,fr Ligue 1,30,1985,13.1,,,,,,,,,,,,,,,,,Matches
1689,Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,29,1987,31.4,,,,,,,,,,,,,,,,,Matches
1690,Thomas Meunier,be BEL,"DF,MF",Paris S-G,fr Ligue 1,24,1991,18.8,,,,,,,,,,,,,,,,,Matches
1691,Mexer,mz MOZ,DF,Rennes,fr Ligue 1,27,1988,20.2,,,,,,,,,,,,,,,,,Matches
1692,Max Meyer,de GER,"FW,MF",Schalke 04,de Bundesliga,20,1995,18.5,,,,,,,,,,,,,,,,,Matches
1693,David Meyler,ie IRL,MF,Hull City,eng Premier League,27,1989,10.7,,,,,,,,,,,,,,,,,Matches
1694,Senna Miangue,be BEL,DF,Cagliari,it Serie A,19,1997,1.5,,,,,,,,,,,,,,,,,Matches
1695,Senna Miangue,be BEL,DF,Inter,it Serie A,19,1997,1.4,,,,,,,,,,,,,,,,,Matches
1696,Michel,br BRA,DF,Las Palmas,es La Liga,26,1990,23.2,,,,,,,,,,,,,,,,,Matches
1697,Mathieu Michel,fr FRA,GK,Angers,fr Ligue 1,24,1991,23.0,,,,,,,,,,,,,,,,,Matches
1698,Clément Michelin,fr FRA,"DF,MF",Toulouse,fr Ligue 1,19,1997,5.3,,,,,,,,,,,,,,,,,Matches
1699,Tom Mickel,de GER,GK,Hamburger SV,de Bundesliga,27,1989,1.0,,,,,,,,,,,,,,,,,Matches
1700,Giulio Migliaccio,it ITA,"DF,MF",Atalanta,it Serie A,35,1981,0.1,,,,,,,,,,,,,,,,,Matches
1701,Simon Mignolet,be BEL,GK,Liverpool,eng Premier League,28,1988,28.0,,,,,,,,,,,,,,,,,Matches
1702,Guido Milán,ar ARG,DF,Metz,fr Ligue 1,29,1987,19.3,,,,,,,,,,,,,,,,,Matches
1703,Hrvoje Milić,hr CRO,"DF,FW",Fiorentina,it Serie A,27,1989,13.9,,,,,,,,,,,,,,,,,Matches
1704,Hrvoje Miličević,ba BIH,"DF,MF",Pescara,it Serie A,23,1993,1.5,,,,,,,,,,,,,,,,,Matches
1705,Arkadiusz Milik,pl POL,FW,Napoli,it Serie A,22,1994,6.2,,,,,,,,,,,,,,,,,Matches
1706,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,21,1995,30.3,,,,,,,,,,,,,,,,,Matches
1707,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,25,1991,13.6,,,,,,,,,,,,,,,,,Matches
1708,James Milner,eng ENG,"DF,MF",Liverpool,eng Premier League,30,1986,35.0,,,,,,,,,,,,,,,,,Matches
1709,Alexander Milošević,se SWE,"DF,MF",Darmstadt 98,de Bundesliga,24,1992,17.7,,,,,,,,,,,,,,,,,Matches
1710,Santi Mina,es ESP,FW,Valencia,es La Liga,20,1995,15.7,,,,,,,,,,,,,,,,,Matches
1711,Tyrone Mings,eng ENG,DF,Bournemouth,eng Premier League,23,1993,5.6,,,,,,,,,,,,,,,,,Matches
1712,Rafa Mir,es ESP,FW,Valencia,es La Liga,19,1997,0.1,,,,,,,,,,,,,,,,,Matches
1713,Kevin Mirallas,be BEL,"FW,MF",Everton,eng Premier League,28,1987,23.0,,,,,,,,,,,,,,,,,Matches
1714,Miranda,br BRA,DF,Inter,it Serie A,31,1984,32.0,,,,,,,,,,,,,,,,,Matches
1715,Antonio Mirante,it ITA,GK,Bologna,it Serie A,33,1983,20.9,,,,,,,,,,,,,,,,,Matches
1716,Simone Missiroli,it ITA,MF,Sassuolo,it Serie A,30,1986,8.5,,,,,,,,,,,,,,,,,Matches
1717,Demetri Mitchell,eng ENG,"DF,MF",Manchester Utd,eng Premier League,19,1997,1.0,,,,,,,,,,,,,,,,,Matches
1718,Alexandru Mitriță,ro ROU,"FW,MF",Pescara,it Serie A,21,1995,6.1,,,,,,,,,,,,,,,,,Matches
1719,Maximilian Mittelstädt,de GER,"DF,MF",Hertha BSC,de Bundesliga,19,1997,5.2,,,,,,,,,,,,,,,,,Matches
1720,Henrikh Mkhitaryan,am ARM,"FW,MF",Manchester Utd,eng Premier League,27,1989,15.0,,,,,,,,,,,,,,,,,Matches
1721,Filip Mladenović,rs SRB,"DF,MF",Köln,de Bundesliga,24,1991,0.1,,,,,,,,,,,,,,,,,Matches
1722,Jan Mlakar,si SVN,"FW,MF",Fiorentina,it Serie A,17,1998,0.2,,,,,,,,,,,,,,,,,Matches
1723,Justin Möbius,de GER,MF,Wolfsburg,de Bundesliga,19,1997,0.5,,,,,,,,,,,,,,,,,Matches
1724,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,28,1988,33.0,,,,,,,,,,,,,,,,,Matches
1725,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,30,1985,21.0,,,,,,,,,,,,,,,,,Matches
1726,Wilfried Moimbé,fr FRA,"DF,MF",Nantes,fr Ligue 1,27,1988,1.9,,,,,,,,,,,,,,,,,Matches
1727,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,30,1985,29.5,,,,,,,,,,,,,,,,,Matches
1728,Cristian Molinaro,it ITA,"DF,MF",Torino,it Serie A,33,1983,8.3,,,,,,,,,,,,,,,,,Matches
1729,Florent Mollet,fr FRA,"FW,MF",Metz,fr Ligue 1,24,1991,9.9,,,,,,,,,,,,,,,,,Matches
1730,Momo,es ESP,MF,Las Palmas,es La Liga,34,1982,13.8,,,,,,,,,,,,,,,,,Matches
1731,Cédric Mongongu,cd COD,DF,Montpellier,fr Ligue 1,27,1989,0.3,,,,,,,,,,,,,,,,,Matches
1732,Kévin Monnet-Paquet,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,27,1988,26.3,,,,,,,,,,,,,,,,,Matches
1733,Nacho Monreal,es ESP,DF,Arsenal,eng Premier League,30,1986,35.0,,,,,,,,,,,,,,,,,Matches
1734,Jefferson Montero,ec ECU,"FW,MF",Swansea City,eng Premier League,26,1989,5.4,,,,,,,,,,,,,,,,,Matches
1735,Riccardo Montolivo,it ITA,MF,Milan,it Serie A,31,1985,8.6,,,,,,,,,,,,,,,,,Matches
1736,Ángel Montoro,es ESP,MF,Las Palmas,es La Liga,28,1988,12.3,,,,,,,,,,,,,,,,,Matches
1737,Martín Montoya,es ESP,DF,Valencia,es La Liga,25,1991,24.7,,,,,,,,,,,,,,,,,Matches
1738,Walter Montoya,ar ARG,MF,Sevilla,es La Liga,23,1993,1.2,,,,,,,,,,,,,,,,,Matches
1739,Emre Mor,tr TUR,MF,Dortmund,de Bundesliga,19,1997,5.3,,,,,,,,,,,,,,,,,Matches
1740,Alfredo Morales,us USA,"DF,MF",Ingolstadt 04,de Bundesliga,26,1990,19.0,,,,,,,,,,,,,,,,,Matches
1741,Erik Morán,es ESP,MF,Leganés,es La Liga,25,1991,10.6,,,,,,,,,,,,,,,,,Matches
1742,Álvaro Morata,es ESP,FW,Real Madrid,es La Liga,23,1992,14.8,,,,,,,,,,,,,,,,,Matches
1743,Jan Morávek,cz CZE,"FW,MF",Augsburg,de Bundesliga,26,1989,7.7,,,,,,,,,,,,,,,,,Matches
1744,Steven Moreira,cv CPV,"DF,MF",Rennes,fr Ligue 1,21,1994,1.0,,,,,,,,,,,,,,,,,Matches
1745,Steven Moreira,cv CPV,"DF,MF",Lorient,fr Ligue 1,21,1994,27.9,,,,,,,,,,,,,,,,,Matches
1746,Jérémy Morel,mg MAD,DF,Lyon,fr Ligue 1,32,1984,28.2,,,,,,,,,,,,,,,,,Matches
1747,Alberto Moreno,es ESP,"DF,MF",Liverpool,eng Premier League,24,1992,3.4,,,,,,,,,,,,,,,,,Matches
1748,Gerard Moreno,es ESP,"FW,MF",Espanyol,es La Liga,24,1992,36.4,,,,,,,,,,,,,,,,,Matches
1749,Marlos Moreno,co COL,"FW,MF",La Coruña,es La Liga,19,1996,8.8,,,,,,,,,,,,,,,,,Matches
1750,Emiliano Moretti,it ITA,DF,Torino,it Serie A,35,1981,22.9,,,,,,,,,,,,,,,,,Matches
1751,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,32,1984,27.0,,,,,,,,,,,,,,,,,Matches
1752,Michel Morganella,ch SUI,"DF,MF",Palermo,it Serie A,27,1989,7.2,,,,,,,,,,,,,,,,,Matches
1753,Archimede Morleo,it ITA,DF,Bologna,it Serie A,32,1983,0.3,,,,,,,,,,,,,,,,,Matches
1754,Leonardo Morosini,it ITA,"FW,MF",Genoa,it Serie A,20,1995,1.0,,,,,,,,,,,,,,,,,Matches
1755,James Morrison,sct SCO,"FW,MF",West Brom,eng Premier League,30,1986,19.3,,,,,,,,,,,,,,,,,Matches
1756,Victor Moses,ng NGA,"DF,FW",Chelsea,eng Premier League,25,1990,27.6,,,,,,,,,,,,,,,,,Matches
1757,Pedro Mosquera,es ESP,MF,La Coruña,es La Liga,28,1988,17.4,,,,,,,,,,,,,,,,,Matches
1758,Mehdi Mostefa,dz ALG,"DF,MF",Bastia,fr Ligue 1,32,1983,26.0,,,,,,,,,,,,,,,,,Matches
1759,Thiago Motta,it ITA,MF,Paris S-G,fr Ligue 1,33,1982,24.8,,,,,,,,,,,,,,,,,Matches
1760,François Moubandje,ch SUI,DF,Toulouse,fr Ligue 1,26,1990,33.7,,,,,,,,,,,,,,,,,Matches
1761,Benjamin Moukandjo,cm CMR,"FW,MF",Lorient,fr Ligue 1,27,1988,22.2,,,,,,,,,,,,,,,,,Matches
1762,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,5.1,,,,,,,,,,,,,,,,,Matches
1763,Steve Mounié,bj BEN,FW,Montpellier,fr Ligue 1,21,1994,31.4,,,,,,,,,,,,,,,,,Matches
1764,Anthony Mounier,fr FRA,"FW,MF",Bologna,it Serie A,28,1987,3.2,,,,,,,,,,,,,,,,,Matches
1765,Anthony Mounier,fr FRA,"FW,MF",Atalanta,it Serie A,28,1987,1.2,,,,,,,,,,,,,,,,,Matches
1766,Lucas Moura,br BRA,"FW,MF",Paris S-G,fr Ligue 1,23,1992,26.9,,,,,,,,,,,,,,,,,Matches
1767,Lys Mousset,fr FRA,"FW,MF",Bournemouth,eng Premier League,20,1996,3.0,,,,,,,,,,,,,,,,,Matches
1768,João Moutinho,pt POR,MF,Monaco,fr Ligue 1,29,1986,19.8,,,,,,,,,,,,,,,,,Matches
1769,Ndombe Mubele,cd COD,"FW,MF",Rennes,fr Ligue 1,22,1994,12.9,,,,,,,,,,,,,,,,,Matches
1770,Nordi Mukiele,fr FRA,"DF,MF",Montpellier,fr Ligue 1,18,1997,16.0,,,,,,,,,,,,,,,,,Matches
1771,Nicolai Müller,de GER,"FW,MF",Hamburger SV,de Bundesliga,28,1987,21.1,,,,,,,,,,,,,,,,,Matches
1772,Sven Müller,de GER,GK,Köln,de Bundesliga,20,1996,1.0,,,,,,,,,,,,,,,,,Matches
1773,Thomas Müller,de GER,"FW,MF",Bayern Munich,de Bundesliga,26,1989,25.1,,,,,,,,,,,,,,,,,Matches
1774,Maurice Multhaup,de GER,MF,Ingolstadt 04,de Bundesliga,19,1996,0.1,,,,,,,,,,,,,,,,,Matches
1775,Gianni Munari,it ITA,MF,Cagliari,it Serie A,33,1983,3.9,,,,,,,,,,,,,,,,,Matches
1776,Iker Muniain,es ESP,"FW,MF",Athletic Club,es La Liga,23,1992,26.7,,,,,,,,,,,,,,,,,Matches
1777,Marc Muniesa,es ESP,"DF,MF",Stoke City,eng Premier League,24,1992,7.2,,,,,,,,,,,,,,,,,Matches
1778,Ezequiel Muñoz,ar ARG,DF,Genoa,it Serie A,25,1990,26.1,,,,,,,,,,,,,,,,,Matches
1779,Luis Muñoz,es ESP,"DF,MF",Málaga,es La Liga,19,1997,4.2,,,,,,,,,,,,,,,,,Matches
1780,Sulley Muntari,gh GHA,MF,Pescara,it Serie A,31,1984,5.9,,,,,,,,,,,,,,,,,Matches
1781,Vincent Muratori,fr FRA,DF,Nancy,fr Ligue 1,28,1987,15.5,,,,,,,,,,,,,,,,,Matches
1782,Alessandro Murgia,it ITA,MF,Lazio,it Serie A,19,1996,5.5,,,,,,,,,,,,,,,,,Matches
1783,Robert Murić,hr CRO,"FW,MF",Pescara,it Serie A,20,1996,2.1,,,,,,,,,,,,,,,,,Matches
1784,Luis Muriel,co COL,FW,Sampdoria,it Serie A,25,1991,25.0,,,,,,,,,,,,,,,,,Matches
1785,Jeison Murillo,co COL,DF,Inter,it Serie A,24,1992,23.1,,,,,,,,,,,,,,,,,Matches
1786,Nicola Murru,it ITA,DF,Cagliari,it Serie A,21,1994,24.1,,,,,,,,,,,,,,,,,Matches
1787,Ahmed Musa,ng NGA,"FW,MF",Leicester City,eng Premier League,23,1992,8.5,,,,,,,,,,,,,,,,,Matches
1788,Mateo Musacchio,ar ARG,DF,Villarreal,es La Liga,25,1990,22.9,,,,,,,,,,,,,,,,,Matches
1789,Yrondu Musavu-King,ga GAB,DF,Toulouse,fr Ligue 1,24,1992,3.0,,,,,,,,,,,,,,,,,Matches
1790,Charly Musonda Jr.,be BEL,MF,Betis,es La Liga,19,1996,3.2,,,,,,,,,,,,,,,,,Matches
1791,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,24,1992,25.3,,,,,,,,,,,,,,,,,Matches
1792,Shkodran Mustafi,de GER,DF,Valencia,es La Liga,24,1992,0.5,,,,,,,,,,,,,,,,,Matches
1793,Jordon Mutch,eng ENG,MF,Crystal Palace,eng Premier League,24,1991,0.6,,,,,,,,,,,,,,,,,Matches
1794,Yoshinori Mutō,jp JPN,"FW,MF",Mainz 05,de Bundesliga,24,1992,11.4,,,,,,,,,,,,,,,,,Matches
1795,Arnold Mvuemba,cd COD,"FW,MF",Lorient,fr Ligue 1,31,1985,30.8,,,,,,,,,,,,,,,,,Matches
1796,Mats Møller Dæhli,no NOR,"FW,MF",Freiburg,de Bundesliga,21,1995,0.3,,,,,,,,,,,,,,,,,Matches
1797,Alfred N'Diaye,sn SEN,"DF,MF",Hull City,eng Premier League,26,1990,14.1,,,,,,,,,,,,,,,,,Matches
1798,Alfred N'Diaye,sn SEN,"DF,MF",Villarreal,es La Liga,26,1990,1.3,,,,,,,,,,,,,,,,,Matches
1799,Mamadou N'Diaye,sn SEN,DF,Montpellier,fr Ligue 1,21,1995,1.0,,,,,,,,,,,,,,,,,Matches
1800,Kévin N'Doram,fr FRA,"DF,MF",Monaco,fr Ligue 1,20,1996,3.6,,,,,,,,,,,,,,,,,Matches
1801,Cheikh N'Doye,sn SEN,MF,Angers,fr Ligue 1,30,1986,32.4,,,,,,,,,,,,,,,,,Matches
1802,Guy N'dy Assembé,cm CMR,GK,Nancy,fr Ligue 1,30,1986,22.7,,,,,,,,,,,,,,,,,Matches
1803,Serge N'Guessan,ci CIV,MF,Nancy,fr Ligue 1,22,1994,6.2,,,,,,,,,,,,,,,,,Matches
1804,Clinton N'Jie,cm CMR,"FW,MF",Marseille,fr Ligue 1,22,1993,11.4,,,,,,,,,,,,,,,,,Matches
1805,Georges-Kévin N'Koudou,cm CMR,"FW,MF",Tottenham,eng Premier League,21,1995,0.6,,,,,,,,,,,,,,,,,Matches
1806,Nacho,es ESP,DF,Real Madrid,es La Liga,26,1990,25.6,,,,,,,,,,,,,,,,,Matches
1807,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,1999,1.0,,,,,,,,,,,,,,,,,Matches
1808,Yuto Nagatomo,jp JPN,"DF,MF",Inter,it Serie A,29,1986,11.3,,,,,,,,,,,,,,,,,Matches
1809,Ádám Nagy,hu HUN,MF,Bologna,it Serie A,21,1995,20.0,,,,,,,,,,,,,,,,,Matches
1810,Matías Nahuel,es ESP,"FW,MF",Betis,es La Liga,19,1996,1.7,,,,,,,,,,,,,,,,,Matches
1811,Radja Nainggolan,be BEL,MF,Roma,it Serie A,28,1988,33.7,,,,,,,,,,,,,,,,,Matches
1812,Préjuce Nakoulma,bf BFA,"FW,MF",Nantes,fr Ligue 1,29,1987,9.0,,,,,,,,,,,,,,,,,Matches
1813,Naldo,br BRA,DF,Schalke 04,de Bundesliga,33,1982,18.0,,,,,,,,,,,,,,,,,Matches
1814,Andrea Nalini,it ITA,FW,Crotone,it Serie A,26,1990,9.1,,,,,,,,,,,,,,,,,Matches
1815,Lenny Nangis,fr FRA,"FW,MF",Bastia,fr Ligue 1,22,1994,15.4,,,,,,,,,,,,,,,,,Matches
1816,Nani,pt POR,"FW,MF",Valencia,es La Liga,29,1986,20.7,,,,,,,,,,,,,,,,,Matches
1817,Nano,es ESP,FW,Eibar,es La Liga,21,1995,1.8,,,,,,,,,,,,,,,,,Matches
1818,Luciano Narsingh,nl NED,"FW,MF",Swansea City,eng Premier League,25,1990,4.6,,,,,,,,,,,,,,,,,Matches
1819,Samir Nasri,fr FRA,"FW,MF",Manchester City,eng Premier League,29,1987,0.2,,,,,,,,,,,,,,,,,Matches
1820,Samir Nasri,fr FRA,"FW,MF",Sevilla,es La Liga,29,1987,20.4,,,,,,,,,,,,,,,,,Matches
1821,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,23,1993,21.4,,,,,,,,,,,,,,,,,Matches
1822,Kyle Naughton,eng ENG,DF,Swansea City,eng Premier League,27,1988,30.2,,,,,,,,,,,,,,,,,Matches
1823,Fernando Navarro,es ESP,DF,La Coruña,es La Liga,34,1982,22.8,,,,,,,,,,,,,,,,,Matches
1824,Marc Navarro,es ESP,DF,Espanyol,es La Liga,21,1995,8.8,,,,,,,,,,,,,,,,,Matches
1825,Rafa Navarro,es ESP,DF,Betis,es La Liga,22,1994,14.2,,,,,,,,,,,,,,,,,Matches
1826,Jesús Navas,es ESP,"DF,FW",Manchester City,eng Premier League,30,1985,11.8,,,,,,,,,,,,,,,,,Matches
1827,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,29,1986,27.0,,,,,,,,,,,,,,,,,Matches
1828,Raúl Navas,es ESP,DF,Real Sociedad,es La Liga,28,1988,31.1,,,,,,,,,,,,,,,,,Matches
1829,Dani Ndi,cm CMR,MF,Sporting Gijón,es La Liga,20,1995,1.7,,,,,,,,,,,,,,,,,Matches
1830,Wilfred Ndidi,ng NGA,"DF,MF",Leicester City,eng Premier League,19,1996,16.9,,,,,,,,,,,,,,,,,Matches
1831,Álvaro Negredo,es ESP,FW,Middlesbrough,eng Premier League,30,1985,31.9,,,,,,,,,,,,,,,,,Matches
1832,Ilija Nestorovski,mk MKD,FW,Palermo,it Serie A,26,1990,34.5,,,,,,,,,,,,,,,,,Matches
1833,Neto,br BRA,GK,Juventus,it Serie A,27,1989,7.5,,,,,,,,,,,,,,,,,Matches
1834,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,30,1986,26.0,,,,,,,,,,,,,,,,,Matches
1835,Neymar,br BRA,"FW,MF",Barcelona,es La Liga,24,1992,29.4,,,,,,,,,,,,,,,,,Matches
1836,Axel Ngando,fr FRA,MF,Bastia,fr Ligue 1,23,1993,10.1,,,,,,,,,,,,,,,,,Matches
1837,Exaucé Ngassaki,cg CGO,FW,Caen,fr Ligue 1,19,1997,0.0,,,,,,,,,,,,,,,,,Matches
1838,Julien Ngoy,be BEL,"FW,MF",Stoke City,eng Premier League,18,1997,0.5,,,,,,,,,,,,,,,,,Matches
1839,Opa Nguette,sn SEN,"FW,MF",Metz,fr Ligue 1,22,1994,24.7,,,,,,,,,,,,,,,,,Matches
1840,M'Baye Niang,sn SEN,"FW,MF",Watford,eng Premier League,21,1994,13.8,,,,,,,,,,,,,,,,,Matches
1841,M'Baye Niang,sn SEN,"FW,MF",Milan,it Serie A,21,1994,12.4,,,,,,,,,,,,,,,,,Matches
1842,Oumar Niasse,sn SEN,"FW,MF",Hull City,eng Premier League,26,1990,12.2,,,,,,,,,,,,,,,,,Matches
1843,Florian Niederlechner,de GER,"FW,MF",Freiburg,de Bundesliga,25,1990,26.8,,,,,,,,,,,,,,,,,Matches
1844,Georg Niedermeier,de GER,DF,Freiburg,de Bundesliga,30,1986,1.1,,,,,,,,,,,,,,,,,Matches
1845,Håvard Nielsen,no NOR,"FW,MF",Freiburg,de Bundesliga,23,1993,0.3,,,,,,,,,,,,,,,,,Matches
1846,Peter Niemeyer,de GER,"DF,MF",Darmstadt 98,de Bundesliga,32,1983,12.3,,,,,,,,,,,,,,,,,Matches
1847,Saúl Ñíguez,es ESP,"DF,MF",Atlético Madrid,es La Liga,21,1994,28.2,,,,,,,,,,,,,,,,,Matches
1848,Casimir Ninga,td CHA,"FW,MF",Montpellier,fr Ligue 1,23,1993,5.7,,,,,,,,,,,,,,,,,Matches
1849,Pavle Ninkov,rs SRB,DF,Toulouse,fr Ligue 1,31,1985,2.2,,,,,,,,,,,,,,,,,Matches
1850,Nikola Ninković,rs SRB,"FW,MF",Genoa,it Serie A,21,1994,7.3,,,,,,,,,,,,,,,,,Matches
1851,Nicolas Nkoulou,cm CMR,DF,Lyon,fr Ligue 1,26,1990,13.0,,,,,,,,,,,,,,,,,Matches
1852,Christopher Nkunku,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,18,1997,4.4,,,,,,,,,,,,,,,,,Matches
1853,Mark Noble,eng ENG,MF,West Ham,eng Premier League,29,1987,26.5,,,,,,,,,,,,,,,,,Matches
1854,Nolito,es ESP,"FW,MF",Manchester City,eng Premier League,29,1986,8.6,,,,,,,,,,,,,,,,,Matches
1855,Kristoffer Nordfeldt,se SWE,GK,Swansea City,eng Premier League,27,1989,1.0,,,,,,,,,,,,,,,,,Matches
1856,Arnaud Nordin,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,18,1998,6.8,,,,,,,,,,,,,,,,,Matches
1857,Håvard Nordtveit,no NOR,"DF,MF",West Ham,eng Premier League,26,1990,10.6,,,,,,,,,,,,,,,,,Matches
1858,Emilio Nsue,gq EQG,"DF,FW",Middlesbrough,eng Premier League,26,1989,3.6,,,,,,,,,,,,,,,,,Matches
1859,Olivier Ntcham,cm CMR,MF,Genoa,it Serie A,20,1996,10.8,,,,,,,,,,,,,,,,,Matches
1860,Paul-Georges Ntep,cm CMR,"FW,MF",Rennes,fr Ligue 1,24,1992,12.5,,,,,,,,,,,,,,,,,Matches
1861,Paul-Georges Ntep,cm CMR,"FW,MF",Wolfsburg,de Bundesliga,24,1992,6.1,,,,,,,,,,,,,,,,,Matches
1862,David Nugent,eng ENG,FW,Middlesbrough,eng Premier League,31,1985,0.5,,,,,,,,,,,,,,,,,Matches
